,Formula,material_id,GVRH,PHONONS,PIEZO,DIELECTRIC,EXP_BAND_GAP
11911,Ba12 Ge4 S20,mp-1200759,0.0,0.0,0.0,0.0,1.0
11912,Ba12 Ho8 P16 S64,mp-559171,0.0,0.0,0.0,0.0,1.0
11913,Ba6 In4 P8 O32,mp-1200796,0.0,0.0,0.0,0.0,1.0
11914,Ba6 In2 S8 Cl2,mp-1205371,0.0,0.0,0.0,0.0,1.0
11915,Ba3 Mg1 Ta2 O9,mp-6325,0.0,0.0,0.0,0.0,1.0
11916,Ba6 Na2 Ir4 O18,mp-21876,0.0,0.0,0.0,0.0,1.0
11917,Ba6 Na2 Ir2 O12,mp-9746,0.0,0.0,0.0,0.0,1.0
11918,Ba3 Nb2 Co1 O9,mp-31514,0.0,0.0,0.0,0.0,1.0
11919,Ba12 Nb8 Se36,mp-1195033,0.0,0.0,0.0,0.0,1.0
11920,Ba12 P12 Cl4 O40,mp-1194911,0.0,0.0,0.0,0.0,1.0
11921,Ba12 Sb8 S28,mp-1195624,0.0,0.0,0.0,0.0,1.0
11922,Ba12 Ta8 Se36,mp-1195068,0.0,0.0,0.0,0.0,1.0
11923,Ba12 Tb8 P16 S64,mp-554264,0.0,0.0,0.0,0.0,1.0
11924,Ba3 Th1 Se7,mp-1095255,0.0,0.0,0.0,0.0,1.0
11925,Ba12 V8 Se16 O64,mp-1200758,0.0,0.0,0.0,0.0,1.0
11926,Ba6 Y2 Ir4 O18,mp-1205382,0.0,0.0,0.0,0.0,1.0
11927,Ba6 Zr2 Ru4 O18,mp-561170,0.0,0.0,0.0,0.0,1.0
11928,Ba8 Ga8 Sn2 Se24,mp-1195344,0.0,0.0,0.0,0.0,1.0
11929,Ba8 Li2 Ga10 Se24,mp-1197353,0.0,0.0,0.0,0.0,1.0
11930,Ba4 Nb14 O23,mp-4564,0.0,0.0,0.0,0.0,1.0
11931,Ba8 Si40 Au6,mp-17815,0.0,0.0,0.0,0.0,1.0
11932,Ba8 Sm4 Cu4 O18,mp-636383,0.0,0.0,0.0,0.0,1.0
11933,Ba8 Yb2 Cu6 O18,mp-653337,0.0,0.0,0.0,0.0,1.0
11934,Ba20 Ga8 Se32,mp-1204617,0.0,0.0,0.0,0.0,1.0
11935,Ba10 Al4 Ge14,mp-570390,0.0,0.0,0.0,0.0,1.0
11936,Ba20 Ge12,mp-21538,0.0,0.0,0.0,0.0,1.0
11937,Ba10 In8 Bi10,mp-31407,0.0,0.0,0.0,0.0,1.0
11938,Ba5 In4 Te4 S7,mp-1105201,0.0,0.0,0.0,0.0,1.0
11939,Ba10 Sb6,mp-9909,0.0,0.0,0.0,0.0,1.0
11940,Ba24 Sn24 Se52,mp-1196224,0.0,0.0,0.0,0.0,1.0
11941,Ba7 Ru4 Br2 O15,mp-556877,0.0,0.0,0.0,0.0,1.0
11942,Ba8 Al10 B12 O41,mp-1019529,0.0,0.0,0.0,0.0,1.0
11943,Ba64 Sn32 S120,mp-1195594,0.0,0.0,0.0,0.0,1.0
11944,Ba4 Ag4,mp-11840,0.0,0.0,0.0,0.0,1.0
11945,Ba2 Ag4,mp-1241,0.0,0.0,0.0,0.0,1.0
11946,Ba4 Ag4 Sb4 S12,mp-1190401,0.0,0.0,0.0,0.0,1.0
11947,Ba2 Al8 Se14,mp-1191234,0.0,0.0,0.0,0.0,1.0
11948,Ba1 B6,mp-954,0.0,0.0,0.0,0.0,1.0
11949,Ba2 B2 Cl2 F8,mp-1103527,0.0,0.0,0.0,0.0,1.0
11950,Ba4 B4 Sb4 S16,mp-866301,0.0,0.0,0.0,0.0,1.0
11951,Ba8 Ca8 B16 O40,mp-1019542,0.0,0.0,0.0,0.0,1.0
11952,Ba8 Ca8 Sn24,mp-583645,0.0,0.0,0.0,0.0,1.0
11953,Ba8 Cd8 Sn8 S32,mp-12306,0.0,0.0,0.0,0.0,1.0
11954,Ba2 Cu4 Sn2 Se8,mp-12364,0.0,0.0,0.0,0.0,1.0
11955,Ba2 Cu2 Te2 F2,mp-13287,0.0,0.0,0.0,0.0,1.0
11956,Ba4 Dy8 Cu4 O20,mp-22550,0.0,0.0,0.0,0.0,1.0
11957,Ba2 Eu4 Mn4 O14,mp-579071,0.0,0.0,0.0,0.0,1.0
11958,Ba2 Ga8 S14,mp-4309,0.0,0.0,0.0,0.0,1.0
11959,Ba2 Ga8 Se14,mp-1191072,0.0,0.0,0.0,0.0,1.0
11960,Ba8 Ge16,mp-2139,0.0,0.0,0.0,0.0,1.0
11961,Ba4 Hg4 S8,mp-28007,0.0,0.0,0.0,0.0,1.0
11962,Ba2 In4 P8 O28,mp-1205018,0.0,0.0,0.0,0.0,1.0
11963,Ba2 In4 Ir2,mp-22780,0.0,0.0,0.0,0.0,1.0
11964,Ba2 La4 Co2 S10,mp-22423,0.0,0.0,0.0,0.0,1.0
11965,Ba2 La4 Te10 O28,mp-559703,0.0,0.0,0.0,0.0,1.0
11966,Ba6 Li24,mp-210,0.0,0.0,0.0,0.0,1.0
11967,Ba4 Mn4 O12,mp-1205336,0.0,0.0,0.0,0.0,1.0
11968,Ba4 Na4 B20 O36,mp-1019554,0.0,0.0,0.0,0.0,1.0
11969,Ba1 Pd1 I4 O12,mp-1106270,0.0,0.0,0.0,0.0,1.0
11970,Ba4 Pr4 O12,mp-22705,0.0,0.0,0.0,0.0,1.0
11971,Ba2 Re2 H18,mp-28911,0.0,0.0,0.0,0.0,1.0
11972,Ba4 Sn8 S20,mp-1202711,0.0,0.0,0.0,0.0,1.0
11973,Ba2 Sn6,mp-7759,0.0,0.0,0.0,0.0,1.0
11974,Ba2 Tb2 Mn4 O12,mp-558858,0.0,0.0,0.0,0.0,1.0
11975,Ba8 Te8 Mo16 O72,mp-1203413,0.0,0.0,0.0,0.0,1.0
11976,Ba4 V8 Se4 O32,mp-1200210,0.0,0.0,0.0,0.0,1.0
11977,Ba8 Yb8 Sn24,mp-571479,0.0,0.0,0.0,0.0,1.0
11978,Bi8 Mo12 O48,mp-23388,0.0,0.0,0.0,0.0,1.0
11979,Bi2 C1 O5,mp-30200,0.0,0.0,0.0,0.0,1.0
11980,Bi8 I16 O52,mp-1204764,0.0,0.0,0.0,0.0,1.0
11981,Bi4 Mo4 Se4 O26,mp-1200193,0.0,0.0,0.0,0.0,1.0
11982,Bi4 Pd6 S4,mp-23012,0.0,0.0,0.0,0.0,1.0
11983,Bi16 Pt8,mp-568531,0.0,0.0,0.0,0.0,1.0
11984,Bi2 Te3,mp-34202,0.0,0.0,0.0,0.0,1.0
11985,Bi16 I4,mp-583234,0.0,0.0,0.0,0.0,1.0
11986,Bi4 Pb7 Se13,mp-1190436,0.0,0.0,0.0,0.0,1.0
11987,Bi20 I4 O28,mp-554445,0.0,0.0,0.0,0.0,1.0
11988,Bi7 O5 F11,mp-1190898,0.0,0.0,0.0,0.0,1.0
11989,Bi4 B4 Pb4 O16,mp-556601,0.0,0.0,0.0,0.0,1.0
11990,Bi2 Br6,mp-568301,0.0,0.0,0.0,0.0,1.0
11991,Bi4 S4 Br4,mp-23324,0.0,0.0,0.0,0.0,1.0
11992,Bi4 S4 Cl4,mp-23318,0.0,0.0,0.0,0.0,1.0
11993,Bi4 S4 I4,mp-23514,0.0,0.0,0.0,0.0,1.0
11994,Bi6 Se6,mp-27902,0.0,0.0,0.0,0.0,1.0
11995,Bi4 Se4 I4,mp-23020,0.0,0.0,0.0,0.0,1.0
11996,Bi4 Te4 N4 O24,mp-1195032,0.0,0.0,0.0,0.0,1.0
11997,Ca4 Al32 Co8,mp-17871,0.0,0.0,0.0,0.0,1.0
11998,Ca2 B4 Ir4,mp-14445,0.0,0.0,0.0,0.0,1.0
11999,Ca8 Bi16 O32,mp-558751,0.0,0.0,0.0,0.0,1.0
12000,Ca20 Ge32 B12 O102,mp-1019569,0.0,0.0,0.0,0.0,1.0
12001,Ca22 Bi20,mp-27298,0.0,0.0,0.0,0.0,1.0
12002,Ca22 Ga14,mp-30474,0.0,0.0,0.0,0.0,1.0
12003,Ca12 Bi12 O30,mp-28848,0.0,0.0,0.0,0.0,1.0
12004,Ca4 Cd2 As4,mp-1095180,0.0,0.0,0.0,0.0,1.0
12005,Ca4 Mn2 Al2 O10,mp-18907,0.0,0.0,0.0,0.0,1.0
12006,Ca4 Os4 O14,mp-2923,0.0,0.0,0.0,0.0,1.0
12007,Ca4 Pb2 Au4,mp-20723,0.0,0.0,0.0,0.0,1.0
12008,Ca4 Sc2 Sb2 O12,mp-1189528,0.0,0.0,0.0,0.0,1.0
12009,Ca8 Sn4 S16,mp-866503,0.0,0.0,0.0,0.0,1.0
12010,Ca12 Ga8 Pt8,mp-31479,0.0,0.0,0.0,0.0,1.0
12011,Ca12 Al8 Ge12,mp-27997,0.0,0.0,0.0,0.0,1.0
12012,Ca3 Cu2 Cl2 O4,mp-23095,0.0,0.0,0.0,0.0,1.0
12013,Ca3 Tl1 N1,mp-10554,0.0,0.0,0.0,0.0,1.0
12014,Ca10 Au4,mp-30367,0.0,0.0,0.0,0.0,1.0
12015,Ca5 B3 O9 F1,mp-6632,0.0,0.0,0.0,0.0,1.0
12016,Ca20 Ir4,mp-570356,0.0,0.0,0.0,0.0,1.0
12017,Ca20 Sb12,mp-17564,0.0,0.0,0.0,0.0,1.0
12018,Ca6 Cu2 Sn7,mp-579544,0.0,0.0,0.0,0.0,1.0
12019,Ca8 Ga8 Au24,mp-567485,0.0,0.0,0.0,0.0,1.0
12020,Ca4 Ga4 Ge4,mp-541310,0.0,0.0,0.0,0.0,1.0
12021,Ca2 Ge4,mp-13286,0.0,0.0,0.0,0.0,1.0
12022,Ca1 I2,mp-30031,0.0,0.0,0.0,0.0,1.0
12023,Ca8 In16 Ir8,mp-20846,0.0,0.0,0.0,0.0,1.0
12024,Ca2 In8 Ir2,mp-20838,0.0,0.0,0.0,0.0,1.0
12025,Ca4 In4 Au4,mp-20378,0.0,0.0,0.0,0.0,1.0
12026,Ca2 Mn2 Sn2,mp-20233,0.0,0.0,0.0,0.0,1.0
12027,Ca4 Yb4 In4 Se16,mp-541276,0.0,0.0,0.0,0.0,1.0
12028,Ca3 Zn9 Ni6,mp-542953,0.0,0.0,0.0,0.0,1.0
12029,Cd12 Ge17 B8 O58,mp-1204954,0.0,0.0,0.0,0.0,1.0
12030,Cd13 I28,mp-703595,0.0,0.0,0.0,0.0,1.0
12031,Cd24 P16,mp-2441,0.0,0.0,0.0,0.0,1.0
12032,Cd32 P16 Br24,mp-28914,0.0,0.0,0.0,0.0,1.0
12033,Cd32 P16 Cl24,mp-29746,0.0,0.0,0.0,0.0,1.0
12034,Cd32 P16 I24,mp-568545,0.0,0.0,0.0,0.0,1.0
12035,Cd32 Sb16 I24,mp-29044,0.0,0.0,0.0,0.0,1.0
12036,Cd1 Ag1,mp-2642,0.0,0.0,0.0,0.0,1.0
12037,Cd4 Ag8 Ge4 S16,mp-1197203,0.0,0.0,0.0,0.0,1.0
12038,Cd1 As1 Pd5,mp-1025294,0.0,0.0,0.0,0.0,1.0
12039,Cd2 Bi2 Cl2 O4,mp-550553,0.0,0.0,0.0,0.0,1.0
12040,Cd4 Cu4 Se8 O24,mp-1195655,0.0,0.0,0.0,0.0,1.0
12041,Cd1 Cu2 Sn1 S4,mp-1078292,0.0,0.0,0.0,0.0,1.0
12042,Cd2 Hg8 As4 I8,mp-570838,0.0,0.0,0.0,0.0,1.0
12043,Cd4 Hg24 As16 Br24,mp-567910,0.0,0.0,0.0,0.0,1.0
12044,Cd10 I20,mp-571579,0.0,0.0,0.0,0.0,1.0
12045,Cd4 I4 Cl4 O12,mp-1191962,0.0,0.0,0.0,0.0,1.0
12046,Cd1 Rh1 F6,mp-15638,0.0,0.0,0.0,0.0,1.0
12047,Cd2 Sb4 Se6 Br4,mp-567556,0.0,0.0,0.0,0.0,1.0
12048,Ce2 B4 C4,mp-20908,0.0,0.0,0.0,0.0,1.0
12049,Ce1 Co2 As2,mp-568182,0.0,0.0,0.0,0.0,1.0
12050,Ce2 Co8 B8,mp-22165,0.0,0.0,0.0,0.0,1.0
12051,Ce2 Cu4 Sb4,mp-1006321,0.0,0.0,0.0,0.0,1.0
12052,Ce1 Mn2 Ge2,mp-21089,0.0,0.0,0.0,0.0,1.0
12053,Ce4 P8 Pt16,mp-607725,0.0,0.0,0.0,0.0,1.0
12054,Ce1 Si2 Au2,mp-5173,0.0,0.0,0.0,0.0,1.0
12055,Ce1 Si2 Ni2,mp-4537,0.0,0.0,0.0,0.0,1.0
12056,Ce1 Si2 Pd2,mp-3826,0.0,0.0,0.0,0.0,1.0
12057,Ce40 Se56 O4,mp-1198305,0.0,0.0,0.0,0.0,1.0
12058,Ce30 B16 N50,mp-28370,0.0,0.0,0.0,0.0,1.0
12059,Ce4 Sb6 Pd18,mp-18287,0.0,0.0,0.0,0.0,1.0
12060,Ce2 Al2 Co15,mp-16484,0.0,0.0,0.0,0.0,1.0
12061,Ce8 Co20 B8,mp-574273,0.0,0.0,0.0,0.0,1.0
12062,Ce2 Cr1 N3,mp-9277,0.0,0.0,0.0,0.0,1.0
12063,Ce2 Fe1 Se2 O2,mp-1078159,0.0,0.0,0.0,0.0,1.0
12064,Ce2 Fe17,mp-654,0.0,0.0,0.0,0.0,1.0
12065,Ce8 S12,mp-20973,0.0,0.0,0.0,0.0,1.0
12066,Ce4 Sb2,mp-22678,0.0,0.0,0.0,0.0,1.0
12067,Ce8 Si4 Se4 O16,mp-542664,0.0,0.0,0.0,0.0,1.0
12068,Ce2 Zn1 Ni2,mp-574021,0.0,0.0,0.0,0.0,1.0
12069,Ce6 Al24 Ru8,mp-31079,0.0,0.0,0.0,0.0,1.0
12070,Ce6 Al2,mp-21393,0.0,0.0,0.0,0.0,1.0
12071,Ce6 B4 Cl6 O12,mp-680695,0.0,0.0,0.0,0.0,1.0
12072,Ce3 In3 Ru2,mp-606102,0.0,0.0,0.0,0.0,1.0
12073,Ce12 Lu4 Se24,mp-645694,0.0,0.0,0.0,0.0,1.0
12074,Ce6 Mn2 Al2 S14,mp-866500,0.0,0.0,0.0,0.0,1.0
12075,Ce12 Mo4 O28,mp-639904,0.0,0.0,0.0,0.0,1.0
12076,Ce12 Nb4 S12 O16,mp-683997,0.0,0.0,0.0,0.0,1.0
12077,Ce6 Si2 Pt10,mp-569913,0.0,0.0,0.0,0.0,1.0
12078,Ce6 Ta2 Cl6 O12,mp-558609,0.0,0.0,0.0,0.0,1.0
12079,Ce8 Ge6 S24,mp-606703,0.0,0.0,0.0,0.0,1.0
12080,Ce8 Bi6,mp-23252,0.0,0.0,0.0,0.0,1.0
12081,Ce8 Fe2 Se12 O2,mp-579188,0.0,0.0,0.0,0.0,1.0
12082,Ce8 Si6 Rh8,mp-1006390,0.0,0.0,0.0,0.0,1.0
12083,Ce20 Si12 N36,mp-571312,0.0,0.0,0.0,0.0,1.0
12084,Ce10 Ge6,mp-510493,0.0,0.0,0.0,0.0,1.0
12085,Ce10 Si6,mp-570175,0.0,0.0,0.0,0.0,1.0
12086,Ce6 B2 C3 Br3,mp-570060,0.0,0.0,0.0,0.0,1.0
12087,Ce2 Ag2 Sn2,mp-31420,0.0,0.0,0.0,0.0,1.0
12088,Ce4 Al4 O12,mp-19843,0.0,0.0,0.0,0.0,1.0
12089,Ce8 As8 Se8,mp-607004,0.0,0.0,0.0,0.0,1.0
12090,Ce20 B20 C20,mp-639306,0.0,0.0,0.0,0.0,1.0
12091,Ce4 Bi4 W8 O36,mp-1204806,0.0,0.0,0.0,0.0,1.0
12092,Ce2 Co2 Ge2 H2,mp-644499,0.0,0.0,0.0,0.0,1.0
12093,Ce6 F18,mp-510560,0.0,0.0,0.0,0.0,1.0
12094,Ce1 Hg1,mp-702,0.0,0.0,0.0,0.0,1.0
12095,Ce3 In3 Ir3,mp-20449,0.0,0.0,0.0,0.0,1.0
12096,Ce1 Mg2 Ag1,mp-31175,0.0,0.0,0.0,0.0,1.0
12097,Ce4 Mo4 O16 F4,mp-1192442,0.0,0.0,0.0,0.0,1.0
12098,Ce2 Nb2 O8,mp-7550,0.0,0.0,0.0,0.0,1.0
12099,Ce4 Os8,mp-1102302,0.0,0.0,0.0,0.0,1.0
12100,Ce1 Pd5,mp-22217,0.0,0.0,0.0,0.0,1.0
12101,Ce2 Rh2,mp-1018117,0.0,0.0,0.0,0.0,1.0
12102,Ce8 S8 I8,mp-680698,0.0,0.0,0.0,0.0,1.0
12103,Ce2 Si4 Ni2,mp-15653,0.0,0.0,0.0,0.0,1.0
12104,Ce2 Si4 Pt2,mp-3284,0.0,0.0,0.0,0.0,1.0
12105,Ce2 Si2 I2,mp-29535,0.0,0.0,0.0,0.0,1.0
12106,Ce4 Si4 Ir4,mp-21441,0.0,0.0,0.0,0.0,1.0
12107,Ce4 Tl8 P8 S28,mp-638100,0.0,0.0,0.0,0.0,1.0
12108,Ce1 Tl3,mp-20603,0.0,0.0,0.0,0.0,1.0
12109,Ce2 Tl2 Zn2,mp-1018669,0.0,0.0,0.0,0.0,1.0
12110,Ce2 Zn2 P2 O2,mp-13207,0.0,0.0,0.0,0.0,1.0
12111,Co8 Ge4,mp-1102616,0.0,0.0,0.0,0.0,1.0
12112,Co4 Te6 O16,mp-18855,0.0,0.0,0.0,0.0,1.0
12113,Co8 As8 Se8,mp-505511,0.0,0.0,0.0,0.0,1.0
12114,Cr4 Mo8 S16,mp-542188,0.0,0.0,0.0,0.0,1.0
12115,Cr4 Cu2 S8,mp-22803,0.0,0.0,0.0,0.0,1.0
12116,Cr4 Cu2 Te8,mp-22625,0.0,0.0,0.0,0.0,1.0
12117,Cr4 Hg2 Se8,mp-5602,0.0,0.0,0.0,0.0,1.0
12118,Cr12 P4,mp-7806,0.0,0.0,0.0,0.0,1.0
12119,Cr56 C24,mp-1196316,0.0,0.0,0.0,0.0,1.0
12120,Cr4 As4,mp-20717,0.0,0.0,0.0,0.0,1.0
12121,Cr4 B8 Pb24 O48,mp-1197022,0.0,0.0,0.0,0.0,1.0
12122,Cr1 Co1 Pt2,mp-570863,0.0,0.0,0.0,0.0,1.0
12123,Cr2 H18 C6 N12,mp-504919,0.0,0.0,0.0,0.0,1.0
12124,Cs2 Mo6 O18,mp-17022,0.0,0.0,0.0,0.0,1.0
12125,Cs2 Ag1 Bi1 Br6,mp-1078250,0.0,0.0,0.0,0.0,1.0
12126,Cs2 Ag1 Bi1 Cl6,mp-1078258,0.0,0.0,0.0,0.0,1.0
12127,Cs4 Al4 B4 O14,mp-1019602,0.0,0.0,0.0,0.0,1.0
12128,Cs8 Ba12 P16 O56,mp-1019605,0.0,0.0,0.0,0.0,1.0
12129,Cs4 Cd6 B32 O56,mp-1201213,0.0,0.0,0.0,0.0,1.0
12130,Cs4 Cd6 Te8,mp-567386,0.0,0.0,0.0,0.0,1.0
12131,Cs4 Cu4 Sb4 S10,mp-1190579,0.0,0.0,0.0,0.0,1.0
12132,Cs2 Hg3 I8,mp-540574,0.0,0.0,0.0,0.0,1.0
12133,Cs4 Hg6 S8,mp-1105419,0.0,0.0,0.0,0.0,1.0
12134,Cs4 Hg12 S14,mp-17905,0.0,0.0,0.0,0.0,1.0
12135,Cs4 Li6 B10 O20,mp-966802,0.0,0.0,0.0,0.0,1.0
12136,Cs8 Mg4 Ge12 Se32,mp-1195667,0.0,0.0,0.0,0.0,1.0
12137,Cs8 Mg4 Sn12 Se32,mp-1195633,0.0,0.0,0.0,0.0,1.0
12138,Cs4 Na2 Co2 F12,mp-558211,0.0,0.0,0.0,0.0,1.0
12139,Cs4 Na2 Mn2 F12,mp-554858,0.0,0.0,0.0,0.0,1.0
12140,Cs4 Nb2 Cu2 Se8,mp-15223,0.0,0.0,0.0,0.0,1.0
12141,Cs8 Pd4 Se32,mp-31285,0.0,0.0,0.0,0.0,1.0
12142,Cs16 Sb8,mp-1191118,0.0,0.0,0.0,0.0,1.0
12143,Cs4 Sn6 Sb4 S20,mp-1195304,0.0,0.0,0.0,0.0,1.0
12144,Cs8 Th4 P12 S36,mp-640389,0.0,0.0,0.0,0.0,1.0
12145,Cs4 Ti2 Ag4 S8,mp-10488,0.0,0.0,0.0,0.0,1.0
12146,Cs4 V2 Ag2 S8,mp-8684,0.0,0.0,0.0,0.0,1.0
12147,Cs8 Zn4 Ge12 Se32,mp-1194749,0.0,0.0,0.0,0.0,1.0
12148,Cs8 Zn4 Sn12 Se32,mp-1194701,0.0,0.0,0.0,0.0,1.0
12149,Cs18 As6,mp-542220,0.0,0.0,0.0,0.0,1.0
12150,Cs6 Bi4 I18,mp-669458,0.0,0.0,0.0,0.0,1.0
12151,Cs9 Li12 B21 O42,mp-1019615,0.0,0.0,0.0,0.0,1.0
12152,Cs6 Nb4 As2 Se22,mp-683903,0.0,0.0,0.0,0.0,1.0
12153,Cs6 Nb18 Te8 O64,mp-1201443,0.0,0.0,0.0,0.0,1.0
12154,Cs3 Sb2 Br9,mp-579560,0.0,0.0,0.0,0.0,1.0
12155,Cs6 Sb4 I18,mp-23029,0.0,0.0,0.0,0.0,1.0
12156,Cs6 V4 Cl18,mp-541084,0.0,0.0,0.0,0.0,1.0
12157,Cs32 Bi8 As24 Se56,mp-1204289,0.0,0.0,0.0,0.0,1.0
12158,Cs16 Ge4 P16 Se48,mp-1195417,0.0,0.0,0.0,0.0,1.0
12159,Cs32 Ge40 Pb32 S128,mp-1202502,0.0,0.0,0.0,0.0,1.0
12160,Cs8 Zr6 S28,mp-680246,0.0,0.0,0.0,0.0,1.0
12161,Cs10 Mo42 Se46,mp-581739,0.0,0.0,0.0,0.0,1.0
12162,Cs4 Ag8 As4 S12,mp-866615,0.0,0.0,0.0,0.0,1.0
12163,Cs4 Ag20 Te12,mp-9206,0.0,0.0,0.0,0.0,1.0
12164,Cs4 Ag4 Sb16 S28,mp-554408,0.0,0.0,0.0,0.0,1.0
12165,Cs4 B12 O20,mp-3977,0.0,0.0,0.0,0.0,1.0
12166,Cs4 Bi12 Se20,mp-567928,0.0,0.0,0.0,0.0,1.0
12167,Cs4 Bi4 S8,mp-541378,0.0,0.0,0.0,0.0,1.0
12168,Cs4 Cd4 B4 O12,mp-1191636,0.0,0.0,0.0,0.0,1.0
12169,Cs2 Ce2 Cd2 Se6,mp-574426,0.0,0.0,0.0,0.0,1.0
12170,Cs2 Ce2 Hg2 Se6,mp-574472,0.0,0.0,0.0,0.0,1.0
12171,Cs8 Cu16 As8 S24,mp-1196438,0.0,0.0,0.0,0.0,1.0
12172,Cs2 Er2 Zn2 Se6,mp-7155,0.0,0.0,0.0,0.0,1.0
12173,Cs1 Eu1 F3,mp-8396,0.0,0.0,0.0,0.0,1.0
12174,Cs2 Ga14,mp-30574,0.0,0.0,0.0,0.0,1.0
12175,Cs4 Ga4 S12,mp-562726,0.0,0.0,0.0,0.0,1.0
12176,Cs2 Gd2 Zn2 Te6,mp-1104469,0.0,0.0,0.0,0.0,1.0
12177,Cs4 Ge4 B12 O28,mp-558804,0.0,0.0,0.0,0.0,1.0
12178,Cs8 In8 Hg8 S24,mp-1194853,0.0,0.0,0.0,0.0,1.0
12179,Cs8 In8 S16,mp-559459,0.0,0.0,0.0,0.0,1.0
12180,Cs8 In8 Se16,mp-1200720,0.0,0.0,0.0,0.0,1.0
12181,Cs8 In8 Te16,mp-1199743,0.0,0.0,0.0,0.0,1.0
12182,Cs2 In2 Te6 O16,mp-1192413,0.0,0.0,0.0,0.0,1.0
12183,Cs2 La2 Hg2 Se6,mp-11124,0.0,0.0,0.0,0.0,1.0
12184,Cs2 Li2 B12 O20,mp-1019715,0.0,0.0,0.0,0.0,1.0
12185,Cs4 Lu28 S44,mp-1202825,0.0,0.0,0.0,0.0,1.0
12186,Cs4 Lu28 Se44,mp-1203743,0.0,0.0,0.0,0.0,1.0
12187,Cs2 Mn2 Sb2,mp-510378,0.0,0.0,0.0,0.0,1.0
12188,Cs2 Nb12 I22,mp-570455,0.0,0.0,0.0,0.0,1.0
12189,Cs2 Ni4 F12,mp-1181552,0.0,0.0,0.0,0.0,1.0
12190,Cs4 P4 Pb4 O16,mp-1192530,0.0,0.0,0.0,0.0,1.0
12191,Cs8 P8 Se48,mp-1194666,0.0,0.0,0.0,0.0,1.0
12192,Cs4 Sb4 S8 O32,mp-1195448,0.0,0.0,0.0,0.0,1.0
12193,Cs4 Sb4 S8,mp-561639,0.0,0.0,0.0,0.0,1.0
12194,Cs4 Sb4 Se8,mp-2969,0.0,0.0,0.0,0.0,1.0
12195,Cs4 Sc4 Se8 O24,mp-1194629,0.0,0.0,0.0,0.0,1.0
12196,Cs2 Sm2 Cd2 Se6,mp-510062,0.0,0.0,0.0,0.0,1.0
12197,Cs2 Sm2 Hg2 Se6,mp-7212,0.0,0.0,0.0,0.0,1.0
12198,Cs2 Tb2 Zn2 Te6,mp-638078,0.0,0.0,0.0,0.0,1.0
12199,Cs4 Ti4 F16,mp-504701,0.0,0.0,0.0,0.0,1.0
12200,Cs2 U2 Cu2 S6,mp-13348,0.0,0.0,0.0,0.0,1.0
12201,Cs1 V1 P2 S7,mp-12324,0.0,0.0,0.0,0.0,1.0
12202,Cs2 W2 Cl12,mp-30974,0.0,0.0,0.0,0.0,1.0
12203,Cs2 Y2 Cd2 Se6,mp-11116,0.0,0.0,0.0,0.0,1.0
12204,Cs2 Yb2 Co2 Se6,mp-542948,0.0,0.0,0.0,0.0,1.0
12205,Cs6 Zn12 B18 O42,mp-1195000,0.0,0.0,0.0,0.0,1.0
12206,Cu2 Ir4 S8,mp-15065,0.0,0.0,0.0,0.0,1.0
12207,Cu4 N8 O24,mp-640926,0.0,0.0,0.0,0.0,1.0
12208,Cu9 S5,mp-542333,0.0,0.0,0.0,0.0,1.0
12209,Cu20 Sb6,mp-2004,0.0,0.0,0.0,0.0,1.0
12210,Cu30 Si8,mp-14266,0.0,0.0,0.0,0.0,1.0
12211,Cu2 Ge1 S3,mp-1072589,0.0,0.0,0.0,0.0,1.0
12212,Cu8 H12 Cl4 O12,mp-1181662,0.0,0.0,0.0,0.0,1.0
12213,Cu4 Hg4 S2 F12,mp-6820,0.0,0.0,0.0,0.0,1.0
12214,Cu8 P4 H4 O20,mp-510654,0.0,0.0,0.0,0.0,1.0
12215,Cu4 Te6 O16,mp-17598,0.0,0.0,0.0,0.0,1.0
12216,Cu3 P4 O14,mp-1190666,0.0,0.0,0.0,0.0,1.0
12217,Cu6 Hg4 Te12 O32,mp-1194777,0.0,0.0,0.0,0.0,1.0
12218,Cu3 Se2 Cl2 O6,mp-557136,0.0,0.0,0.0,0.0,1.0
12219,Cu16 As8 O36,mp-21770,0.0,0.0,0.0,0.0,1.0
12220,Cu8 H20 S2 O24,mp-707201,0.0,0.0,0.0,0.0,1.0
12221,Cu20 Si16 O56,mp-1200185,0.0,0.0,0.0,0.0,1.0
12222,Cu14 Hg12,mp-1192989,0.0,0.0,0.0,0.0,1.0
12223,Cu8 O1,mp-704745,0.0,0.0,0.0,0.0,1.0
12224,Cu9 S5,mp-542333,0.0,0.0,0.0,0.0,1.0
12225,Cu9 Se4 Cl6 O14,mp-558647,0.0,0.0,0.0,0.0,1.0
12226,Cu2 Bi2 P4 Se12,mp-569715,0.0,0.0,0.0,0.0,1.0
12227,Cu4 Bi4 Pb4 S12,mp-624191,0.0,0.0,0.0,0.0,1.0
12228,Cu2 C2 N4,mp-3421,0.0,0.0,0.0,0.0,1.0
12229,Cu4 Hg4 Se8 O24,mp-1194904,0.0,0.0,0.0,0.0,1.0
12230,Cu6 Mo6 O24,mp-619545,0.0,0.0,0.0,0.0,1.0
12231,Cu4 P4 S12,mp-1105187,0.0,0.0,0.0,0.0,1.0
12232,Cu4 Sb4 S8,mp-4468,0.0,0.0,0.0,0.0,1.0
12233,Cu4 Sb4 Se8,mp-20331,0.0,0.0,0.0,0.0,1.0
